inventory_id,store_id,item_id,lastupdate,quantity
938,9,50,04/05/2012,207
939,9,51,10/20/2014,122
940,9,52,05/24/2008,195
941,9,53,02/14/2012,21
942,9,54,03/04/2013,69
943,9,55,02/17/2013,107
944,9,56,02/03/2011,169
945,9,57,02/26/2009,122
946,9,58,12/20/2008,289
947,9,59,05/09/2014,4
948,9,60,02/04/2015,263
949,9,61,11/24/2006,259
950,9,62,06/22/2014,156
951,9,63,06/30/2015,21
952,9,64,02/04/2009,67
953,9,65,06/29/2015,262
954,9,66,04/29/2015,171
955,9,67,02/02/2010,220
956,9,68,11/11/2013,13
957,9,69,12/21/2008,269
958,9,70,02/09/2009,158
959,9,71,09/09/2012,188
960,9,72,11/08/2013,40
961,9,73,07/16/2015,129
962,9,74,10/05/2013,83
963,9,75,01/14/2008,236
964,9,76,09/25/2007,259
965,9,77,06/03/2015,137
966,9,78,10/17/2011,112
967,9,79,02/09/2013,86
968,9,80,09/22/2010,137
969,9,81,09/14/2007,52
970,9,82,04/23/2009,16
971,9,83,06/20/2011,9
972,9,84,10/22/2009,142
973,9,85,04/17/2013,226
974,9,86,06/25/2009,288
975,9,87,10/29/2008,121
976,9,88,12/11/2013,38
977,9,89,12/26/2013,251
978,9,90,05/18/2014,262
979,9,91,05/31/2014,197
980,9,92,04/22/2013,240
981,9,93,01/30/2014,59
982,9,94,09/15/2013,103
983,9,95,09/12/2011,28
984,9,96,01/07/2015,280
985,9,97,04/20/2010,157
986,9,98,04/13/2012,254
987,9,99,05/03/2008,243
988,9,100,07/08/2012,94
989,9,101,12/22/2007,56
990,9,102,06/25/2007,105
991,9,103,03/26/2007,33
992,9,104,08/11/2015,78
993,9,105,11/09/2013,10
994,9,106,01/16/2012,87
995,9,107,03/29/2011,87
996,9,108,03/16/2007,45
997,9,109,05/23/2011,66
998,9,110,04/13/2013,5
999,9,111,03/31/2011,12
1000,10,1,05/08/2007,101
1001,10,2,10/24/2015,3
1002,10,3,12/15/2009,97
1003,10,4,09/07/2007,90
1004,10,5,08/25/2007,41
1005,10,6,02/17/2012,109
1006,10,7,06/20/2012,81
1007,10,8,11/13/2011,15
1008,10,9,09/25/2008,52
1009,10,10,04/28/2008,63
1010,10,11,08/19/2008,108
1011,10,12,02/10/2007,79
1012,10,13,07/30/2015,30
1013,10,14,08/28/2014,43
1014,10,15,06/10/2012,57
1015,10,16,09/08/2013,36
1016,10,17,05/22/2008,101
1017,10,18,03/23/2007,92
1018,10,19,03/02/2011,43
1019,10,20,09/13/2014,68
1020,10,21,09/30/2007,58
1021,10,22,05/17/2012,68
1022,10,23,09/28/2014,54
1023,10,24,06/07/2013,34
1024,10,25,12/13/2011,75
1025,10,26,01/17/2010,57
1026,10,27,09/28/2014,57
1027,10,28,12/01/2010,44
1028,10,29,06/15/2008,24
1029,10,30,06/13/2011,11
1030,10,31,01/16/2013,103
1031,10,32,04/23/2015,68
1032,10,33,07/28/2009,47
1033,10,34,03/06/2007,19
1034,10,35,06/04/2009,51
1035,10,36,01/13/2009,9
1036,10,37,02/14/2014,110
1037,10,38,07/01/2007,42
1038,10,39,09/03/2007,96
1039,10,40,06/04/2007,4
1040,10,41,11/28/2011,58
1041,10,42,03/24/2011,21
1042,10,43,01/17/2012,85
1043,10,44,12/15/2006,109
1044,10,45,02/01/2012,19
1045,10,46,04/14/2008,26
1046,10,47,05/09/2012,48
1047,10,48,12/03/2009,23
1048,10,49,10/04/2010,64
1049,10,50,10/05/2011,34
1050,10,51,02/25/2010,25
1051,10,52,12/31/2014,52
1052,10,53,08/10/2010,101
1053,10,54,12/21/2010,42
1054,10,55,08/20/2015,35
1055,10,56,08/20/2012,60
1056,10,57,10/19/2015,92
1057,10,58,03/06/2009,30
1058,10,59,10/14/2015,97
1059,10,60,02/18/2012,74
1060,10,61,06/17/2008,86
1061,10,62,11/01/2015,69
1062,10,63,02/05/2009,17
1063,10,64,09/03/2008,12
1064,10,65,08/01/2015,70
1065,10,66,05/24/2012,50
1066,10,67,02/05/2012,71
1067,10,68,10/02/2015,109
1068,10,69,09/07/2012,3
1069,10,70,06/07/2015,49
1070,10,71,11/27/2010,56
1071,10,72,11/19/2007,86
1072,10,73,04/24/2014,98
1073,10,74,09/17/2013,87
1074,10,75,01/03/2009,54
1075,10,76,10/30/2011,53
1076,10,77,07/09/2013,53
1077,10,78,10/07/2008,22
1078,10,79,09/03/2014,67
1079,10,80,08/02/2010,61
1080,10,81,12/10/2011,35
1081,10,82,08/28/2008,85
1082,10,83,02/18/2010,13
1083,10,84,10/01/2015,26
1084,10,85,12/26/2007,43
1085,10,86,03/18/2009,77
1086,10,87,11/20/2011,16
1087,10,88,04/11/2013,40
1088,10,89,04/24/2015,0
1089,10,90,11/21/2011,94
1090,10,91,06/28/2010,56
1091,10,92,12/26/2008,105
1092,10,93,10/27/2009,33
1093,10,94,06/04/2015,78
1094,10,95,02/09/2009,10
1095,10,96,03/14/2013,87
1096,10,97,02/11/2013,87
1097,10,98,06/13/2014,45
1098,10,99,09/01/2010,66
1099,10,100,12/13/2012,5
1100,10,101,03/06/2012,12
1101,10,102,06/04/2009,101
1102,10,103,09/23/2013,3
1103,10,104,08/20/2014,97
1104,10,105,04/16/2009,90
1105,10,106,02/27/2013,41
1106,10,107,03/31/2011,109
1107,10,108,12/27/2012,81
1108,10,109,06/15/2011,15
1109,10,110,05/21/2012,52
1110,10,111,03/02/2011,63
1111,11,1,05/13/2010,108
1112,11,2,09/19/2011,79
1113,11,3,09/24/2008,30
1114,11,4,08/15/2015,43
1115,11,5,03/11/2008,0
1116,11,6,04/10/2014,36
1117,11,7,01/16/2012,101
1118,11,8,03/29/2011,92
1119,11,9,03/16/2007,43
1120,11,10,05/23/2011,68
1121,11,11,04/13/2013,58
1122,11,12,03/31/2011,68
1123,11,13,05/08/2007,54
1124,11,14,10/24/2015,34
1125,11,15,12/15/2009,75
1126,11,16,09/07/2007,57
1127,11,17,08/25/2007,57
1128,11,18,02/17/2012,44
1129,11,19,06/20/2012,24
1130,11,20,11/13/2011,11
1131,11,21,04/11/2012,103
1132,11,22,12/28/2014,68
1133,11,23,11/10/2013,47
1134,11,24,03/05/2012,0
1135,11,25,04/28/2008,51
1136,11,26,04/18/2007,9
1137,11,27,04/26/2011,110
1138,11,28,04/04/2009,42
1139,11,29,03/24/2008,96
1140,11,30,04/29/2013,4
1141,11,31,02/28/2010,58
1142,11,32,03/26/2010,21
1143,11,33,03/12/2008,85
1144,11,34,02/12/2015,109
1145,11,35,01/30/2014,19
1146,11,36,12/11/2009,26
1147,11,37,11/29/2010,48
1148,11,38,11/06/2010,23
1149,11,39,08/02/2015,64
1150,11,40,04/05/2013,34
1151,11,41,12/14/2009,25
1152,11,42,10/10/2010,52
1153,11,43,08/26/2007,101
1154,11,44,10/03/2013,42
1155,11,45,02/23/2014,35
1156,11,46,07/09/2014,60
1157,11,47,09/30/2008,92
1158,11,48,07/28/2013,30
1159,11,49,12/03/2010,97
1160,11,50,03/23/2010,74
1161,11,51,05/18/2009,86
1162,11,52,11/01/2015,69
1163,11,53,06/26/2015,17
1164,11,54,04/01/2014,12
1165,11,55,01/13/2007,70
1166,11,56,08/25/2010,50
1167,11,57,01/28/2008,71
1168,11,58,08/29/2009,109
1169,11,59,03/26/2015,3
1170,11,60,06/30/2008,49
1171,11,61,03/07/2010,56
1172,11,62,07/19/2011,86
1173,11,63,05/17/2012,98
1174,11,64,06/26/2011,87
1175,11,65,03/28/2011,54
1176,11,66,06/19/2010,53
1177,11,67,07/11/2009,53
1178,11,68,02/13/2015,22
1179,11,69,03/27/2008,67
1180,11,70,01/20/2010,61
1181,11,71,03/02/2015,35
1182,11,72,09/04/2014,85
1183,11,73,05/07/2015,13
1184,11,74,04/26/2009,26
1185,11,75,02/16/2012,43
1186,11,76,12/17/2006,77
1187,11,77,12/10/2010,16
1188,11,78,11/22/2009,40
1189,11,79,03/24/2012,94
1190,11,80,04/04/2009,56
1191,11,81,05/08/2015,105
1192,11,82,09/03/2011,33
1193,11,83,03/22/2008,78
1194,11,84,09/04/2015,10
1195,11,85,05/15/2013,87
1196,11,86,02/05/2007,87
1197,11,87,02/01/2013,45
1198,11,88,04/12/2008,66
1199,11,89,10/31/2015,5
1200,11,90,11/02/2014,12
1201,11,91,10/12/2013,101
1202,11,92,06/02/2012,3
1203,11,93,11/19/2009,97
1204,11,94,03/17/2010,90
1205,11,95,12/05/2007,41
1206,11,96,01/21/2013,109
1207,11,97,11/23/2009,81
1208,11,98,12/01/2010,15
1209,11,99,05/17/2008,52
1210,11,100,12/01/2008,63
1211,11,101,04/07/2015,108
1212,11,102,08/01/2012,79
1213,11,103,08/03/2009,30
1214,11,104,03/06/2015,43
1215,11,105,11/26/2012,57
1216,11,106,01/15/2012,36
1217,11,107,02/01/2013,101
1218,11,108,01/18/2011,92
1219,11,109,08/07/2007,43
1220,11,110,08/26/2014,68
1221,11,111,04/10/2007,58
1222,12,1,06/13/2013,68
1223,12,2,04/30/2009,54
1224,12,3,12/11/2010,34
1225,12,4,08/21/2015,75
1226,12,5,10/14/2012,57
1227,12,6,01/03/2015,57
1228,12,7,05/10/2010,44
1229,12,8,12/08/2012,24
1230,12,9,02/08/2008,11
1231,12,10,02/04/2009,103
1232,12,11,12/08/2012,68
1233,12,12,01/30/2008,47
1234,12,13,02/02/2013,19
1235,12,14,06/12/2015,51
1236,12,15,08/11/2008,9
1237,12,16,10/18/2010,110
1238,12,17,12/21/2009,42
1239,12,18,01/07/2012,96
1240,12,19,12/20/2008,4
1241,12,20,01/14/2011,58
1242,12,21,07/22/2009,21
1243,12,22,12/15/2013,85
1244,12,23,10/03/2011,109
1245,12,24,09/30/2008,19
1246,12,25,08/26/2007,26
1247,12,26,06/01/2009,48
1248,12,27,12/20/2010,23
1249,12,28,08/04/2015,64
1250,12,29,02/05/2011,34
1251,12,30,01/27/2011,25
1252,12,31,05/10/2015,52
1253,12,32,07/21/2010,101
1254,12,33,05/27/2009,42
1255,12,34,10/20/2013,35
1256,12,35,01/24/2007,60
1257,12,36,05/11/2014,92
1258,12,37,09/14/2009,30
1259,12,38,04/09/2007,97
1260,12,39,06/10/2008,74
1261,12,40,05/22/2009,86
1262,12,41,06/08/2009,69
1263,12,42,08/16/2013,17
1264,12,43,01/24/2010,12
1265,12,44,09/25/2013,70
1266,12,45,03/18/2010,50
1267,12,46,12/26/2013,71
1268,12,47,08/03/2007,109
1269,12,48,12/17/2009,3
1270,12,49,07/28/2011,49
1271,12,50,11/06/2009,56
1272,12,51,01/23/2013,86
1273,12,52,05/22/2014,98
1274,12,53,12/10/2009,87
1275,12,54,01/12/2012,54
1276,12,55,11/20/2006,53
1277,12,56,02/05/2014,53
1278,12,57,09/12/2014,22
1279,12,58,11/05/2008,67
1280,12,59,03/21/2009,61
1281,12,60,03/21/2015,35
1282,12,61,03/29/2011,85
1283,12,62,03/16/2007,13
1284,12,63,05/23/2011,26
1285,12,64,04/13/2013,43
1286,12,65,03/31/2011,77
1287,12,66,05/08/2007,16
1288,12,67,10/24/2015,40
1289,12,68,12/15/2009,67
1290,12,69,09/07/2007,2
1291,12,70,08/25/2007,4
1292,12,71,02/17/2012,34
1293,12,72,06/20/2012,8
1294,12,73,11/13/2011,33
1295,12,74,09/25/2008,9
1296,12,75,04/28/2008,5
1297,12,76,08/19/2008,55
1298,12,77,02/10/2007,1
1299,12,78,07/30/2015,3
1300,12,79,08/28/2014,3
1301,12,80,06/10/2012,7
1302,12,81,09/08/2013,5
1303,12,82,05/22/2008,123
1304,12,83,02/16/2013,10
1305,12,84,02/09/2012,9
1306,12,85,07/03/2009,200
1307,12,86,10/21/2009,9
1308,12,87,06/12/2010,10
1309,12,88,05/04/2015,1
1310,12,89,03/23/2011,6
1311,12,90,01/29/2011,9
1312,12,91,09/12/2012,45
1313,12,92,10/24/2014,2
1314,12,93,08/22/2009,2
1315,12,94,02/23/2009,1
1316,12,95,11/20/2007,98
1317,12,96,10/07/2014,3
1318,12,97,06/14/2008,9
1319,12,98,11/14/2011,34
1320,12,99,04/30/2013,8
1321,12,100,06/20/2011,9
1322,12,101,06/23/2010,5
1323,12,102,08/13/2008,44
1324,12,103,01/11/2013,8
1325,12,104,03/27/2014,9
1326,12,105,05/10/2007,434
1327,12,106,06/02/2007,4
1328,12,107,02/02/2010,1
1329,12,108,03/03/2015,4
1330,12,109,10/07/2008,8
1331,12,110,12/05/2006,6
1332,12,111,09/25/2014,7
1333,13,1,11/16/2013,4
1334,13,2,04/06/2012,5
1335,13,3,04/04/2013,2
1336,13,4,01/07/2009,7
1337,13,5,02/21/2009,55
1338,13,6,10/29/2013,5
1339,13,7,03/17/2012,10
1340,13,8,05/18/2009,39
1341,13,9,12/21/2006,10
1342,13,10,09/06/2008,8
1343,13,11,04/18/2012,97
1344,13,12,08/08/2008,2
1345,13,13,06/02/2007,7
1346,13,14,12/06/2006,10
1347,13,15,09/22/2008,10
1348,13,16,03/05/2014,8
1349,13,17,02/26/2007,1
1350,13,18,11/26/2014,2
1351,13,19,09/23/2015,4
1352,13,20,10/14/2011,34
1353,13,21,12/13/2014,8
1354,13,22,04/07/2012,33
1355,13,23,03/05/2011,9
1356,13,24,07/17/2014,5
1357,13,25,02/06/2007,55
1358,13,26,05/11/2015,1
1359,13,27,07/15/2013,6
1360,13,28,09/19/2012,1
1361,13,29,06/22/2012,7
1362,13,30,04/16/2010,5
1363,13,31,02/21/2012,123
1364,13,32,06/01/2012,10
1365,13,33,05/16/2007,9
1366,13,34,08/30/2009,200
1367,13,35,04/18/2014,9
1368,13,36,09/29/2010,10
1369,13,37,07/26/2013,1
1370,13,38,09/08/2015,6
1371,13,39,11/06/2011,9
1372,13,40,04/19/2007,3
1373,13,41,12/16/2010,10
1374,13,42,04/05/2012,6
1375,13,43,10/20/2014,3
1376,13,44,05/24/2008,8
1377,13,45,02/14/2012,6
1378,13,46,03/04/2013,5
1379,13,47,02/17/2013,10
1380,13,48,02/03/2011,7
1381,13,49,02/26/2009,10
1382,13,50,12/20/2008,8
1383,13,51,05/09/2014,2
1384,13,52,02/04/2015,2
1385,13,53,11/24/2006,7
1386,13,54,06/22/2014,10
1387,13,55,06/30/2015,10
1388,13,56,02/04/2009,8
1389,13,57,06/29/2015,1
1390,13,58,04/29/2015,2
1391,13,59,02/02/2010,4
1392,13,60,11/11/2013,1
1393,13,61,12/21/2008,8
1394,13,62,02/09/2009,6
1395,13,63,09/09/2012,9
1396,13,64,11/08/2013,5
1397,13,65,07/16/2015,61
1398,13,66,10/05/2013,152
1399,13,67,01/14/2008,185
1400,13,68,09/25/2007,1
1401,13,69,06/03/2015,7
1402,13,70,10/17/2011,61
1403,13,71,02/09/2013,152
1404,13,72,09/22/2010,185
1405,13,73,09/14/2007,251
1406,13,74,04/23/2009,124
1407,13,75,06/20/2011,109
1408,13,76,10/22/2009,169
1409,13,77,04/17/2013,172
1410,13,78,06/25/2009,84
1411,13,79,10/29/2008,63
1412,13,80,12/11/2013,35
1413,13,81,12/26/2013,218
1414,13,82,05/18/2014,15
1415,13,83,05/31/2014,53
1416,13,84,04/22/2013,77
1417,13,85,01/30/2014,206
1418,13,86,09/15/2013,1
1419,13,87,09/12/2011,14
1420,13,88,01/07/2015,101
1421,13,89,04/20/2010,74
1422,13,90,04/13/2012,276
1423,13,91,05/03/2008,64
1424,13,92,07/08/2012,116
1425,13,93,12/22/2007,290
1426,13,94,06/25/2007,4
1427,13,95,03/26/2007,90
1428,13,96,08/11/2015,25
1429,13,97,11/09/2013,113
1430,13,98,01/16/2012,102
1431,13,99,03/29/2011,183
1432,13,100,03/16/2007,88
1433,13,101,05/23/2011,134
1434,13,102,04/13/2013,284
1435,13,103,03/31/2011,36
1436,13,104,05/08/2007,108
1437,13,105,10/24/2015,55
1438,13,106,12/15/2009,5
1439,13,107,09/07/2007,10
1440,13,108,08/25/2007,7
1441,13,109,02/17/2012,10
1442,13,110,06/20/2012,8
1443,13,111,11/13/2011,97
1444,14,1,09/25/2008,2
1445,14,2,04/28/2008,7
1446,14,3,08/19/2008,10
1447,14,4,02/10/2007,10
1448,14,5,07/30/2015,8
1449,14,6,08/28/2014,1
1450,14,7,06/10/2012,2
1451,14,8,09/08/2013,4
1452,14,9,05/22/2008,34
1453,14,10,03/23/2007,8
1454,14,11,03/02/2011,33
1455,14,12,09/13/2014,9
1456,14,13,09/30/2007,5
1457,14,14,05/17/2012,55
1458,14,15,09/28/2014,1
1459,14,16,06/07/2013,6
1460,14,17,12/13/2011,1
1461,14,18,01/17/2010,7
1462,14,19,09/28/2014,5
1463,14,20,12/01/2010,123
1464,14,21,06/15/2008,10
1465,14,22,06/13/2011,9
1466,14,23,01/16/2013,200
1467,14,24,04/23/2015,9
1468,14,25,07/28/2009,10
1469,14,26,03/06/2007,1
1470,14,27,06/04/2009,6
1471,14,28,01/13/2009,269
1472,14,29,02/14/2014,158
1473,14,30,07/01/2007,188
1474,14,31,09/03/2007,40
1475,14,32,06/04/2007,129
1476,14,33,11/28/2011,83
1477,14,34,03/24/2011,236
1478,14,35,01/17/2012,259
1479,14,36,12/15/2006,137
1480,14,37,02/01/2012,112
1481,14,38,04/14/2008,86
1482,14,39,05/09/2012,137
1483,14,40,12/03/2009,52
1484,14,41,10/04/2010,16
1485,14,42,10/05/2011,9
1486,14,43,02/25/2010,142
1487,14,44,12/31/2014,226
1488,14,45,08/10/2010,288
1489,14,46,12/21/2010,121
1490,14,47,08/20/2015,38
1491,14,48,08/20/2012,55
1492,14,49,10/19/2015,5
1493,14,50,03/06/2009,10
1494,14,51,10/14/2015,7
1495,14,52,02/18/2012,10
1496,14,53,06/17/2008,8
1497,14,54,11/01/2015,97
1498,14,55,02/05/2009,2
1499,14,56,09/03/2008,7
1500,14,57,08/01/2015,10
1501,14,58,05/24/2012,10
1502,14,59,02/05/2012,8
1503,14,60,10/02/2015,1
1504,14,61,09/07/2012,2
1505,14,62,06/07/2015,4
1506,14,63,11/27/2010,34
1507,14,64,11/19/2007,8
1508,14,65,04/24/2014,33
1509,14,66,09/17/2013,9
1510,14,67,01/03/2009,5
1511,14,68,10/30/2011,55
1512,14,69,07/09/2013,1
1513,14,70,10/07/2008,6
1514,14,71,09/03/2014,1
1515,14,72,08/02/2010,7
1516,14,73,12/10/2011,5
1517,14,74,08/28/2008,123
1518,14,75,02/18/2010,10
1519,14,76,10/01/2015,9
1520,14,77,12/26/2007,200
1521,14,78,03/18/2009,9
1522,14,79,11/20/2011,10
1523,14,80,04/11/2013,1
1524,14,81,04/24/2015,6
1525,14,82,11/21/2011,77
1526,14,83,06/28/2010,206
1527,14,84,12/26/2008,169
1528,14,85,10/27/2009,172
1529,14,86,06/04/2015,84
1530,14,87,02/09/2009,63
1531,14,88,03/14/2013,35
1532,14,89,02/11/2013,218
1533,14,90,06/13/2014,15
1534,14,91,09/01/2010,53
1535,14,92,12/13/2012,77
1536,14,93,03/06/2012,206
1537,14,94,06/04/2009,1
1538,14,95,09/23/2013,14
1539,14,96,08/20/2014,101
1540,14,97,04/16/2009,74
1541,14,98,02/27/2013,276
1542,14,99,03/31/2011,64
1543,14,100,12/27/2012,116
1544,14,101,06/15/2011,290
1545,14,102,05/21/2012,4
1546,14,103,03/02/2011,90
1547,14,104,05/13/2010,25
1548,14,105,09/19/2011,113
1549,14,106,09/24/2008,102
1550,14,107,08/15/2015,183
1551,14,108,03/11/2008,88
1552,14,109,04/10/2014,134
1553,14,110,01/16/2012,284
1554,14,111,03/29/2011,36
1555,15,1,03/16/2007,108
1556,15,2,05/23/2011,135
1557,15,3,04/13/2013,210
1558,15,4,03/31/2011,199
1559,15,5,05/08/2007,146
1560,15,6,10/24/2015,197
1561,15,7,12/15/2009,197
1562,15,8,09/07/2007,160
1563,15,9,08/25/2007,283
1564,15,10,02/17/2012,289
1565,15,11,06/20/2012,104
1566,15,12,11/13/2011,76
1567,15,13,04/11/2012,96
1568,15,14,12/28/2014,217
1569,15,15,11/10/2013,16
1570,15,16,03/05/2012,83
1571,15,17,04/28/2008,207
1572,15,18,04/18/2007,122
1573,15,19,04/26/2011,195
1574,15,20,04/04/2009,21
1575,15,21,03/24/2008,69
1576,15,22,04/29/2013,107
1577,15,23,02/28/2010,169
1578,15,24,03/26/2010,122
1579,15,25,03/12/2008,289
1580,15,26,02/12/2015,4
1581,15,27,01/30/2014,263
1582,15,28,12/11/2009,259
1583,15,29,11/29/2010,156
1584,15,30,11/06/2010,21
1585,15,31,08/02/2015,67
1586,15,32,04/05/2013,262
1587,15,33,12/14/2009,171
1588,15,34,10/10/2010,220
1589,15,35,08/26/2007,13
1590,15,36,10/03/2013,269
1591,15,37,02/23/2014,158
1592,15,38,07/09/2014,188
1593,15,39,09/30/2008,40
1594,15,40,07/28/2013,129
1595,15,41,12/03/2010,83
1596,15,42,03/23/2010,236
1597,15,43,05/18/2009,259
1598,15,44,11/01/2015,137
1599,15,45,06/26/2015,112
1600,15,46,04/01/2014,86
1601,15,47,01/13/2007,137
1602,15,48,08/25/2010,52
1603,15,49,01/28/2008,16
1604,15,50,08/29/2009,9
1605,15,51,03/26/2015,142
1606,15,52,06/30/2008,226
1607,15,53,03/07/2010,288
1608,15,54,07/19/2011,121
1609,15,55,05/17/2012,38
1610,15,56,06/26/2011,251
1611,15,57,03/28/2011,262
1612,15,58,06/19/2010,197
1613,15,59,07/11/2009,240
1614,15,60,02/13/2015,59
1615,15,61,03/27/2008,103
1616,15,62,01/20/2010,28
1617,15,63,03/02/2015,280
1618,15,64,09/04/2014,157
1619,15,65,05/07/2015,254
1620,15,66,04/26/2009,243
1621,15,67,02/16/2012,94
1622,15,68,12/17/2006,56
1623,15,69,12/10/2010,105
1624,15,70,11/22/2009,33
1625,15,71,03/24/2012,78
1626,15,72,04/04/2009,10
1627,15,73,05/08/2015,87
1628,15,74,09/03/2011,87
1629,15,75,03/22/2008,45
1630,15,76,09/04/2015,66
1631,15,77,05/15/2013,5
1632,15,78,02/05/2007,12
1633,15,79,02/01/2013,101
1634,15,80,04/12/2008,3
1635,15,81,10/31/2015,97
1636,15,82,11/02/2014,90
1637,15,83,10/12/2013,41
1638,15,84,06/02/2012,109
1639,15,85,11/19/2009,81
1640,15,86,03/17/2010,15
1641,15,87,12/05/2007,52
1642,15,88,01/21/2013,63
1643,15,89,11/23/2009,108
1644,15,90,12/01/2010,79
1645,15,91,05/17/2008,30
1646,15,92,12/01/2008,43
1647,15,93,04/07/2015,57
1648,15,94,08/01/2012,36
1649,15,95,08/03/2009,101
1650,15,96,03/06/2015,92
1651,15,97,11/26/2012,43
1652,15,98,01/15/2012,68
1653,15,99,02/01/2013,58
1654,15,100,01/18/2011,68
1655,15,101,08/07/2007,54
1656,15,102,08/26/2014,34
1657,15,103,04/10/2007,75
1658,15,104,06/13/2013,57
1659,15,105,04/30/2009,57
1660,15,106,12/11/2010,44
1661,15,107,08/21/2015,24
1662,15,108,10/14/2012,11
1663,15,109,01/03/2015,103
1664,15,110,05/10/2010,68
1665,15,111,12/08/2012,47
1666,16,1,02/08/2008,19
1667,16,2,02/04/2009,51
1668,16,3,12/08/2012,9
1669,16,4,01/30/2008,110
1670,16,5,02/02/2013,42
1671,16,6,06/12/2015,96
1672,16,7,08/11/2008,4
1673,16,8,10/18/2010,58
1674,16,9,12/21/2009,21
1675,16,10,01/07/2012,85
1676,16,11,12/20/2008,109
1677,16,12,01/14/2011,19
1678,16,13,07/22/2009,26
1679,16,14,12/15/2013,48
1680,16,15,10/03/2011,23
1681,16,16,09/30/2008,64
1682,16,17,08/26/2007,34
1683,16,18,06/01/2009,25
1684,16,19,12/20/2010,52
1685,16,20,08/04/2015,101
1686,16,21,02/05/2011,42
1687,16,22,01/27/2011,35
1688,16,23,05/10/2015,60
1689,16,24,07/21/2010,92
1690,16,25,05/27/2009,30
1691,16,26,10/20/2013,97
1692,16,27,01/24/2007,74
1693,16,28,05/11/2014,86
1694,16,29,09/14/2009,69
1695,16,30,04/09/2007,17
1696,16,31,06/10/2008,12
1697,16,32,05/22/2009,70
1698,16,33,06/08/2009,50
1699,16,34,08/16/2013,71
1700,16,35,01/24/2010,109
1701,16,36,09/25/2013,3
1702,16,37,03/18/2010,49
1703,16,38,12/26/2013,56
1704,16,39,08/03/2007,86
1705,16,40,12/17/2009,98
1706,16,41,07/28/2011,87
1707,16,42,11/06/2009,54
1708,16,43,01/23/2013,53
1709,16,44,05/22/2014,53
1710,16,45,12/10/2009,22
1711,16,46,01/12/2012,67
1712,16,47,11/20/2006,61
1713,16,48,02/05/2014,35
1714,16,49,09/12/2014,85
1715,16,50,11/05/2008,13
1716,16,51,03/21/2009,26
1717,16,52,03/21/2015,43
1718,16,53,03/29/2011,77
1719,16,54,03/16/2007,16
1720,16,55,05/23/2011,40
1721,16,56,04/13/2013,0
1722,16,57,03/31/2011,94
1723,16,58,05/08/2007,56
1724,16,59,10/24/2015,105
1725,16,60,12/15/2009,33
1726,16,61,09/07/2007,78
1727,16,62,08/25/2007,10
1728,16,63,02/17/2012,87
1729,16,64,06/20/2012,87
1730,16,65,11/13/2011,45
1731,16,66,09/25/2008,66
1732,16,67,04/28/2008,5
1733,16,68,08/19/2008,12
1734,16,69,02/10/2007,101
1735,16,70,07/30/2015,3
1736,16,71,08/28/2014,97
1737,16,72,06/10/2012,90
1738,16,73,09/08/2013,41
1739,16,74,05/22/2008,109
1740,16,75,02/16/2013,81
1741,16,76,02/09/2012,15
1742,16,77,07/03/2009,52
1743,16,78,10/21/2009,63
1744,16,79,06/12/2010,108
1745,16,80,05/04/2015,79
1746,16,81,03/23/2011,30
1747,16,82,01/29/2011,43
1748,16,83,09/12/2012,0
1749,16,84,10/24/2014,36
1750,16,85,08/22/2009,101
1751,16,86,02/23/2009,92
1752,16,87,11/20/2007,43
1753,16,88,10/07/2014,68
1754,16,89,06/14/2008,58
1755,16,90,11/14/2011,68
1756,16,91,04/30/2013,54
1757,16,92,06/20/2011,34
1758,16,93,06/23/2010,75
1759,16,94,08/13/2008,57
1760,16,95,01/11/2013,57
1761,16,96,03/27/2014,44
1762,16,97,05/10/2007,24
1763,16,98,06/02/2007,11
1764,16,99,02/02/2010,103
1765,16,100,03/03/2015,68
1766,16,101,10/07/2008,47
1767,16,102,12/05/2006,0
1768,16,103,09/25/2014,51
1769,16,104,11/16/2013,9
1770,16,105,04/06/2012,110
1771,16,106,04/04/2013,42
1772,16,107,01/07/2009,96
1773,16,108,02/21/2009,4
1774,16,109,10/29/2013,58
1775,16,110,03/17/2012,21
1776,16,111,05/18/2009,85
1777,17,1,12/21/2006,109
1778,17,2,09/06/2008,19
1779,17,3,04/18/2012,26
1780,17,4,08/08/2008,48
1781,17,5,06/02/2007,23
1782,17,6,12/06/2006,64
1783,17,7,09/22/2008,34
1784,17,8,03/05/2014,25
1785,17,9,02/26/2007,52
1786,17,10,11/26/2014,101
1787,17,11,09/23/2015,42
1788,17,12,10/14/2011,35
1789,17,13,12/13/2014,60
1790,17,14,04/07/2012,92
1791,17,15,03/05/2011,30
1792,17,16,07/17/2014,97
1793,17,17,02/06/2007,74
1794,17,18,05/11/2015,86
1795,17,19,07/15/2013,69
1796,17,20,09/19/2012,17
1797,17,21,06/22/2012,12
1798,17,22,04/16/2010,70
1799,17,23,02/21/2012,50
1800,17,24,06/01/2012,71
1801,17,25,05/16/2007,109
1802,17,26,08/30/2009,3
1803,17,27,04/18/2014,49
1804,17,28,09/29/2010,56
1805,17,29,07/26/2013,86
1806,17,30,09/08/2015,98
1807,17,31,11/06/2011,87
1808,17,32,04/19/2007,54
1809,17,33,12/16/2010,53
1810,17,34,04/05/2012,53
1811,17,35,10/20/2014,22
1812,17,36,05/24/2008,67
1813,17,37,02/14/2012,61
1814,17,38,03/04/2013,35
